,id,book_id,profile_id,created_at,updated_at,text,star_rating_id,status,Clean_Text,compound,Sentiment,Book
10,2539143,120945,509754,23/9/2018 10:47:33,23/9/2018 10:47:33,There more biology this than expected there thinking Barbara Ehrenreich primarily investigative writer social historian ever read before place science really being thing this fascinating particular recurring theme body immune system nasty habit sometimes deciding turn itself following logic which leads self destruction that there little control stop more theologian above observation blows apart body theology Paul which aligns with much conventional medical science accepting premise that body parts will always work together good whole Knowing what know about body Christ with fighting Ehrenreich thesis sadly rings very true this connection concept that cannot control mortality feel frightening also completely undermines authority medical pharmaceutical industry Barbara Ehrenreich very good detailing this whose practices turn more modern rituals more sure success healing than other ritual practices there liberative sense that giving certainty control actually attain some sort peace There something quite joyful powerful Barbara Ehrenreich decision stop seeking medical help body ailments step treadmill tests check preventative treatments instead just live life full until naturally ends,2683153,public,biology thinking investigative writer social historian place science thing fascinating particular theme body immune system nasty habit turn logic self destruction little control theologian observation body theology paul much conventional medical science premise body part good knowing body christ ehrenreich thesis true connection concept mortality frightening undermine authority medical pharmaceutical industry good detailing whose practice modern ritual sure success ritual practice liberative sense certainty control sort peace something joyful powerful barbara ehrenreich decision medical help body ailment step treadmill test preventative treatment life full,0.9674,Positive,Natural Causes
11,2537854,120945,123890,22/9/2018 12:56:57,22/9/2018 12:56:57,This truly thought provoking about over medicalisation society Ehrenreich writes convincingly that need take step back from rote attendance medical appointments Allowing herself without agreeing invasive screening testing exercises instead makes body strong possible This intelligent engaging read even when wasn sure agreed with thinking glad prompted question,2681865,public,medicalisation society ehrenreich step rote attendance medical appointment invasive screening testing exercise body strong possible intelligent engaging glad question,0.8934,Positive,Natural Causes
12,2528347,120945,300692,17/9/2018 08:25:40,17/9/2018 08:25:40,found this very hard into Having been huge Ehrenreich Nickel Dimed excited read title from Unfortunately this misses personal touch that Nickel Dimed made tough reading Ehrenreich extremely skilled first person narrative putting herself literally into situation would like more investigative field work from rather than something like this,2672364,public,huge ehrenreich nickel excited read title personal touch nickel tough skilled first person narrative situation investigative field work something,0.4939,Positive,Natural Causes
13,2526683,120945,437199,16/9/2018 10:37:19,16/9/2018 10:37:19,sure review this even sure what read loved premise description think expectations While enjoyed agreed with parts much seemed disjointed unrelated topics rambling over head tired skipped over text still appreciate opportunity read review Natural Causes Thank NetGalley publisher,2670701,public,sure premise description expectation part disjointed unrelated topic head tired text opportunity review natural cause netgalley publisher,0.34,Positive,Natural Causes
14,2513871,120945,11545,9/9/2018 09:22:16,9/9/2018 09:22:16,philosophical journey through illness life excellently researched beautifully developed Another excellent from Ehrenreich,2657902,public,philosophical journey illness life excellent ehrenreich,0.25,Positive,Natural Causes
15,2508115,120945,509864,5/9/2018 23:06:31,5/9/2018 23:06:31,Having read several Barbara Ehrenreich previous works intrigued subject delighted able review this disappointed Having been diagnosed with stage cancer Christmas half years being told would most likely live summer once faced prospect death head Ehrenreich especially first sections echoed many thoughts time spending much precious time fussing over trying stay young instead just enjoying moments have took facing death learn that there only much time better enjoy because arent going escape find this morbid This message hope believe this message take away from Life relentless goes with without need LIVE while able second part more science really dives pretty deep into cells biology point unreadable means quite interesting learned things known before Always plus Definitely recommended read especially good help picture priorities straight,2652153,public,several barbara previous work subject able review disappointed stage cancer christma half year summer prospect death head first section many thought time much precious time fussing stay young moment death much time escape morbid message hope message life relentless need live able second part science deep cell biology point unreadable interesting thing good help picture priority,0.1779,Positive,Natural Causes
16,2500503,120945,49593,2/9/2018 13:20:00,2/9/2018 13:20:00,This interesting first Then felt like column extended into rant started feeling repetitive disagreeable take some points culture obsessed with idea right health that being taken ridiculous extremes many ways convinced many arguments about false positives discomfort traded prevention mammograms which frankly minor discomfort traded detection many instances elimination early stage breast cancer especially when compared trauma treatment survival rates later stage cancer agree that each have right make that call long treatment issue affects individual bodies example herd immunity with vaccines similar broader impact treatments that touch others agree choices thought provoking even didn agree with thoughts writing style easy enough engage with times slightly inflammatory taste,2644552,public,interesting column rant repetitive disagreeable take point culture idea right health ridiculous extreme many way many argument false positive discomfort prevention mammogram minor discomfort detection many instance elimination early stage breast cancer trauma treatment survival rate stage cancer call long treatment issue individual body herd immunity vaccine similar broad impact treatment other choice thought style easy enough engage time inflammatory taste,-0.9493,Negative,Natural Causes
17,2497241,120945,481286,31/8/2018 11:34:56,31/8/2018 11:34:56,drew from first page until last Thanks advanced copy definitely looking more come from this author,2641294,public,first page last thank advanced copy author,0.5423,Positive,Natural Causes
18,2481035,120945,505648,23/8/2018 03:28:40,23/8/2018 03:28:40,Having been huge Ehrenreich earlier Nickel Dimed looked forward reading this greatly appreciated attention that brought plight working class society However noticed that work taken much different turn ever since breast cancer diagnosis didn keep with career after Bright Sided which somewhat disappointing work interesting topic Perhaps read wouldn have been surprised negative tone latest work takes toward open minded consider different faith perspectives work well researched presents valid point view ponder hopeful about theme this particular because discussing aging Baby Boomers will approach issue their dying still find sociology aging dying fascinating research unfortunately Ehrenreich work insightful once work overall seemed much sloppier Instead offering useful anaylsis relatable anecdotes just seemed like point that getting sucks nothing happens after Overall very disappointing poorly researched Rather than offering insight suggested solutions just negative depressing,2625100,public,huge ehrenreich early nickel attention plight class society work much different turn breast cancer diagnosis career bright disappointing work interesting topic surprised negative tone late work open minded different faith perspective present valid point view hopeful theme particular baby boomer issue sociology fascinating research work insightful work sloppy useful anaylsis relatable anecdote point nothing disappointing insight solution negative depressing,-0.3532,Negative,Natural Causes
19,2474561,120945,477619,19/8/2018 23:29:59,19/8/2018 23:29:59,have followed Ehrenreich years genuinely enjoy analysis breakdown culture identity America Ehrenreich brings sharp health wellness industry turning cold shoulder doctors mammograms examining into older people trying beat death This would great companion Caitlin Doughty Smoke Your Eyes into morbid reads critical eyes this definitely great href goodreads show natural causes style float left padding right border Natural Causes Epidemic Wellness Certainty Dying Killing Ourselves Live Longer images assets href goodreads show natural causes Natural Causes Epidemic Wellness Certainty Dying Killing Ourselves Live Longer href goodreads author show Barbara Ehrenreich Barbara Ehrenreich rating href goodreads review show stars href goodreads review list mehek naresh View reviews,2618631,public,ehrenreich year analysis breakdown culture identity america ehrenreich sharp health wellness industry cold shoulder doctor mammogram old people death great companion caitlin -PRON- eye critical eye great href goodread natural cause style float padding right border natural cause epidemic wellness certainty long image asset href goodread natural cause natural cause epidemic wellness certainty long href goodread author ehrenreich ehrenreich rating href goodread href goodread review list mehek naresh view review,0.9756,Positive,Natural Causes
20,2458382,120945,489805,11/8/2018 13:46:31,11/8/2018 13:46:31,typically enjoy this author this exception Maybe because over felt like directing information directly Writing about aging prolonging life covers variety topics including both fighting preventing disease Some science cumbersome good informative read,2602487,public,author exception information life variety topic fighting disease science cumbersome good informative read,0.1027,Positive,Natural Causes
21,2448579,120945,271374,6/8/2018 17:20:20,6/8/2018 17:20:20,Barbara Ehrenreich Nickel Dimed time favorite have recommended MANY people over years Several people have admitted having their eyes opened enough that they began invisible workers such hotel housekeeping staff real people should ALWAYS tipped happily received copy Natural Causes from Twelve Books NetGalley exchange honest review subtitle Epidemic Wellness Certainty Dying Killing Ourselves Live Longer provides clues message wellness none getting here alive things people extend their lives provide benefit unaware cellular immunology there more scientific information than could either understand appreciate definitely qualified speak about human body immune system turn against easing cancer cells proliferate example appreciate emphasis acceptance death natural process encouragement live life fullest rather than focus might extend lives takes fairly rigorous stance against medical establishment wellness industry emphasizing disdain clinicians assumption that patients will automatically endure many tests redundant unnecessary procedures confess lost seeming attribute spread mindfulness Silicon Valley entrepreneurs wanting sell products while tend agree with regarding religious ideas clear these areas will popular among number readers While Natural Causes everyone definitely recommending widely have done with Nickel Dimed still fascinating read even humorous places Three stars,2592703,public,ehrenreich nickel time favorite many people year several people eye invisible worker hotel housekeeping staff real people copy natural cause book netgalley exchange honest review subtitle epidemic wellness certainty clue message wellness none alive thing people life benefit unaware cellular immunology scientific information qualified human body immune system cancer cell example emphasis acceptance death natural process encouragement life full life rigorous stance medical establishment wellness industry disdain clinician assumption patient many test unnecessary procedure confess attribute mindfulness silicon valley entrepreneur sell product religious idea clear area popular number reader natural cause everyone nickel fascinating humorous place star,0.9795,Positive,Natural Causes
22,2444623,120945,416268,4/8/2018 22:16:51,4/8/2018 22:16:51,Barbara Ehrenreich work However this really grab other work well written with information statistics same zest other work tone curmudgeonly does good explaining scientific material pointing many hypocrisies modern health care system While there interesting information agree with many points just find compelling struggled finish,2588749,public,ehrenreich work work information statistic work tone good scientific material many hypocrisy modern health care system interesting information many point compelling struggled finish,0.8074,Positive,Natural Causes
23,2437976,120945,12783,1/8/2018 16:31:19,1/8/2018 16:31:19,cliched this thought provoking Ehrenreich knows what talking about cellular immunology jarring read that getting annual physical might actually better later chapters deep into science cellular growth nothing overwhelming Would recommend,2582102,public,cliched thought ehrenreich cellular immunology annual physical science cellular growth nothing overwhelming,0.3818,Positive,Natural Causes
24,2425355,120945,451314,26/7/2018 13:33:29,26/7/2018 13:33:29,thought subject this really fascinating however turned very different spin topic than expecting Although necessarily agree with Ehrenreich views regarding medical world intrigued first half after initial views some medical treatments actually harm health became bored There more scientific jargon than expecting felt like second half just went flying over head think this might have benefited from more commercial tone something that would have been easier relate scientist like Ehrenreich love another author tackle this topic could more,2569484,public,subject fascinating different spin topic ehrenreich view medical world first initial view medical treatment health bored scientific jargon expecting second half head commercial tone something scientist ehrenreich author topic,0.34,Positive,Natural Causes
25,2423399,120945,492564,25/7/2018 15:04:29,25/7/2018 15:04:29,Ehrenreich always turns prescient finely crafted that marries recent scientific knowledge accessible elegant writing exploring medicalization aging those seek reject prolongation life cost living well,2567605,public,prescient marrie recent scientific knowledge accessible elegant writing medicalization prolongation life,0.4767,Positive,Natural Causes
26,2417693,120945,298306,23/7/2018 00:47:08,23/7/2018 00:47:08,disappointed this author written other things which have respected enjoyed very much This seemed well thought sometimes vindictive sarcastic Some points likely valid instead backing them with facts reliable resources came bitter sided hope there more coming from which compare earlier writings,2561915,public,disappointed author thing vindictive sarcastic point valid fact reliable resource bitter sided hope early writing,-0.6124,Negative,Natural Causes
27,2415482,120945,494212,21/7/2018 22:25:46,21/7/2018 22:25:46,think death bitterly with resignation tragic interruption your life take every possible measure postpone more realistically think life interruption eternity personal nonexistence seize brief opportunity observe interact with living ever surprising world around This very hard down many people asking about while reading however never words fully describe There definitely content really informative with great opinions forth Barbara Ehrenreich However felt essentially directionless Ehrenreich definitely knowledgeable especially professional concentration cellular biology This made second half more enjoyable scientific review rather than testament should live personal trainer nutrition enthusiast former kinesiology student stance health wellness seemed extremely uninformed definitely overblown turned easily quick selling propaganda dismiss importance balanced diet restrictive absent indulgence consistent physical activity foolish loved such pessimistic disdainful undertone that read largely opinion than evidence based thoughts chapters reproduction over doctored society were definitely what made this interesting interested what other like seeing they seem much more acclaimed,2559705,public,death tragic interruption life possible measure postpone life interruption eternity personal nonexistence brief opportunity interact surprising world hard many people word content informative great opinion ehrenreich directionless ehrenreich knowledgeable professional concentration cellular biology second enjoyable scientific review live personal trainer nutrition enthusiast former kinesiology student stance health wellness uninformed overblown quick propaganda dismiss importance diet restrictive absent indulgence consistent physical activity foolish pessimistic disdainful undertone opinion evidence thought chapter society interesting interested,0.6597,Positive,Natural Causes
28,2405927,120945,485070,16/7/2018 18:57:10,16/7/2018 18:57:10,Natural Causes needed right recently read article excerpted from arguing that cons preventive screenings outweigh pros that should concentrate more enjoying living than trying live longer Even everything right like well exercise that doesn guarantee good health advanced goes more into detail science behind cells immune systems attack body Then delves into whole nature self philosophically That part less useful overall take away moderation living well much medical preventive care that outweighs your living because have illusion having much more control health than really received advanced reading copy through NetGalley unbiased review,2550196,public,natural cause article con preventive screening pro everything exercise guarantee good health detail science cell immune system attack body whole nature self part useful moderation much medical preventive care outweigh illusion much control health advanced reading copy netgalley unbiased review,0.91,Positive,Natural Causes
29,2403415,120945,313450,15/7/2018 17:26:40,15/7/2018 17:26:40,fascinating dive into cultural obsession with quote unquote health life prolonging despite knowledge inevitability death Ehrenreich explores ways which individuals both explicitly implicitly coerced into needlessly putting themselves through greater sometimes painful disturbing read excessive colonoscopies trials tribulations name quote unquote health some promise morally superior lifestyle thought provoking forces readers examine ways which have been taught view notion health through messages dictated occasionally just manufactured medical establishment other authorities institutions power reasons other than global population actual well being through some jargon heavy chapters regardless open reflecting your health behaviors those instill upon others interesting well researched read,2547689,public,fascinating dive cultural obsession unquote health life knowledge inevitability death ehrenreich way individual great painful disturbing excessive colonoscopy trial tribulation unquote health promise superior lifestyle provoking force reader way view notion health message medical establishment authority institution power reason global population actual jargon heavy chapter health behavior other interesting read,0.4767,Positive,Natural Causes
30,2396047,120945,465347,11/7/2018 18:15:07,11/7/2018 18:15:07,This interesting argument about what means body self person trying interact with medical industrial complex certainly intrigued read more from author future particularly some most notable works Nickel Dimed That being said think this would have done better more focused work essay article length feels somewhat unfocused,2540325,public,interesting argument body self person interact medical industrial complex read author future notable work nickel that work essay article length unfocused,-0.3612,Negative,Natural Causes
31,2376198,120945,381080,1/7/2018 17:01:01,1/7/2018 17:01:01,health conscious mindset that prevailed among world affluent people about four decades health indistinguishable from virtue tasty foods sinfully delicious while healthful foods taste good enough advertised guilt free Those seeking compensate lapse undertake punitive measures like fasts purges diets composed different juices carefully sequenced throughout different reaction aging gradually came realize that enough which suggesting that each bears expiration date There course fixed which person ceases worthy further medical investment whether aimed prevention cure Have ever struggled medical diagnosis Been told that aren sick been dismissed doctor guessing most people some point their lives have experienced this frustration while Barbara Ehrenreich Natural Causes Epidemic Wellness Certainty Dying Illusion Control specifically about misdiagnosis about many problems involved healthcare industry Some people have written about this though merely about deciding have preventative care once reach certain that only part picture Ehrenreich takes health industry full stop debunking myths that manage still dictate patient care revealing industry which that business also unravels wellness mindfulness industry that pervades America right which severely lacks evidence support claims What came away with after reading this that medicine mindfulness industry while wonderful helpful still dark ages certain issues such immune system still have learn about immune system compromises interacts with rest body also made feel less responsible what happens body because sometimes right things that society tells exercise well meditate still with body that turns Ehrenreich states What point minutely calibrating diet time spent treadmill when could vanquished entirely rogue cells within your body like that Ehrenreich explores both business side medicine well culture pushes control over body Controlling body become business whether looks weight health just medical industry that trying create more tests interventions prevent inevitable death also patients demanding more testing Ehrenreich does value subjecting herself more testing that evidence prolong people lives when they writes reject torment medicalized death refuse accept medicalized life determination only deepens with time that remains shrinks each month becomes precious spend windowless waiting rooms under cold scrutiny machines Being enough achievement defeat freedom brings worth celebrating reflections course only apply those healthy enough need regular prescriptions does apply people with chronic health issues those have been sustained medicine personally know could inhalers which rely upon twice breathe without seeing asthma least once year This review barely scrapes surface this There much good information here many thoughtful discussions about healthcare medicine culture Western world think highlighted half This those that will have permanent place shelf years come case with Ehrenreich other publications Thank publisher author NetGalley advanced reader copy this,2520495,public,health conscious mindset world affluent people decade health indistinguishable virtue tasty food delicious healthful food good guilt free compensate lapse punitive measure fast diet different juice different reaction aging enough expiration date course person worthy medical investment prevention cure medical diagnosis sick doctor people point life frustration natural cause epidemic wellness certainty illusion control misdiagnosis many problem healthcare industry people preventative care certain part picture ehrenreich health industry full myth patient care industry business wellness mindfulness industry america evidence support claim what medicine mindfulness industry wonderful helpful dark age certain issue immune system immune system rest body responsible body right thing society exercise meditate body ehrenreich state what point diet time treadmill rogue cell body ehrenreich business side medicine culture push body body business weight health medical industry test intervention inevitable death ehrenreich value testing evidence prolong people torment death life determination time shrink month precious spend windowless room cold scrutiny machine enough achievement defeat freedom worth reflection healthy regular prescription people chronic health issue medicine inhaler twice breathe asthma least year review much good information many thoughtful discussion healthcare medicine culture western world half permanent place shelf year case ehrenreich publication publisher author netgalley advanced reader copy,0.9928,Positive,Natural Causes
32,2366733,120945,29738,26/6/2018 13:29:04,26/6/2018 13:29:04,Barbara Ehrenreich Natural Causes should probably read this hypochondriac nervous learning unfortunate medical facts Ehrenreich shares some alarming information Natural Causes Information like moment macrophages vital part intricate bizarre system within which supposed keep healthy instead decide betray actively encourage growth cancer remember Ehrenreich Nickel Dimed from several years which detailed reasons survive minimum wage back your body trying kill full truly unsettling statistics pronouncements learn that many doctors only give annual physical because would outraged they told such exams pointless learn that some experts believe that current medical technology highly sensitive that detecting surgically removing treating with dangerous chemicals growths that either entirely benign would have gone away their right Never believe what someone tells without checking into first referring medical industry right referring author would have more faith view hadn said right that despite being breast cancer survivor given mammograms because would rather experience stress false positives upper that young that more comfortable with dying from treatable disease than undergoing uncomfortable potentially stressful tests every then worrisome while what perfectly accurate definitely food thought anyone wants keep themselves healthy talk into skipping your checkups without considering what that could mean addition sometimes questionable view medicine ends jumping around different topics become about self whether humans have spirit separate from their bodies things that bothers most when reading come across someone decided they smart religion Ehrenreich tells that Bible never mentions immortal soul sure only person smugly point this such stubborn literalism scrape matter Christianity atheism agnosticism science blahblahblah then simply choosing ignore entire message Testament maybe just that smart after This like saying Louisa Alcott didn care about rights women because never used word Feminist Little Women ahead have bridge sell forget fact that Ehrenreich thinks there reason doctors should forced learn human cells work Call crazy that something really mind doctor understanding Otherwise seems like slippery slope telling humors misaligned need good leech treatment What next mechanic will tell change else gnomes that make engine work will unhappy premise this wrong vegan diet exercise days week still drop dead heart attack cancer then there people like George Burns even picture without famous cigar lived Guess good macrophages received copy through NetGalley Rating stars surprisingly high,2511033,public,ehrenreich natural cause hypochondriac nervous unfortunate medical fact share information natural cause information moment macrophage vital part intricate bizarre system healthy growth cancer ehrenreich nickel several year detailed reason minimum wage back body kill unsettling statistic pronouncement many doctor annual physical exam pointless expert current medical technology sensitive dangerous chemical growth benign someone medical industry right author faith view breast cancer survivor mammogram stress false positive young comfortable treatable disease uncomfortable stressful test worrisome accurate food anyone healthy talk checkup addition questionable view medicine different topic self human separate body thing bother someone smart religion ehrenreich bible immortal soul sure person stubborn literalism scrape matter christianity atheism agnosticism science blahblahblah entire message testament smart louisa alcott care right woman word feminist little woman sell fact reason doctor human cell crazy something doctor understanding slippery slope humor good leech treatment what next mechanic change gnome engine work unhappy premise wrong vegan diet exercise day week dead heart attack cancer people george burn famous cigar good macrophage copy netgalley rating star high,-0.8957,Negative,Natural Causes
33,2356538,120945,486620,20/6/2018 22:38:18,20/6/2018 22:38:18,Barbara Ehrenreich author Nickel Dimed well other abandoned preventive medical care proclaims that will have annual exams mammograms smears because does want extend life with agonizing testing treatments Ehrenreich explains that reached that enough will seek help experiences urgent problem wonder considered that there some treatments that tortuous actual condition more painful central tenet this opinion about quest control what will victorious Control seems lens through which Ehrenreich sees everything including health well being able control many things about bodies weight fitness shape emotions even exert some control bodies through minds there some things that beyond control Introduction Ehrenreich proclaims that does prescribe theory body well running machine Rather believes dystopian view body which there cellular conflict which cannot control Ehrenreich graduate work macrophages which cells that body defense against bacteria invaders that cause disease However much older macrophages commit treason actually help enemy only they help cancer cells move other parts body they facilitate creation blood vessels that feed tumor Thus immune system eventually turns becomes enemy immune system actually abets growth spread tumors which like saying that fire department indeed staffed arsonists fight control extends beyond self doctor exerts control over patient this perhaps most extreme case gynecologist female patient Ehrenreich lost here when claims that gynecological exams assault women bodies because they closely mimic actual sexual encounters claims that these exams puts regularly scheduled invasions privacy essentially worthless risk false positives potentially unnecessary surgeries Ehrenreich goes further citing support view American College Physicians announced that standard exams were value asymptomatic adult women were certainly worth discomfort anxiety pain additional medical costs they entailed These views really disturbed because believe that Ehrenreich pronouncement very misleading dangerous went looked this report discovered that they only referencing pelvic exam First that there more gynecological exam than just that instance important essential part visit smear extremely effective detecting ovarian cancer women have symptoms addition Ehrenreich this report mention that American College Obstetricians Gynecologists continues recommend that pelvic exam conducted annually women years older even though admitting that evidence usefulness inconclusive Clearly more research needed determine efficacy that what recommended JAMA Journal American Medical Association Next Ehrenreich takes fitness culture benefits mindfulness usefulness wellness programs This really about mind control body these discussions interesting worthy more thought consideration when talks about cellular treason Chapter level biological detail make some readers eyes glaze over While research Natural Causes extensive unable determine thorough read this found myself repeatedly wondering about research that presented because does support Ehrenreich thesis clear point view that this objective presentation Thank Twelve Books NetGalley copy this exchange honest review,2500849,public,ehrenreich author nickel preventive medical care annual exam mammogram smear life agonizing testing treatment ehrenreich enough help urgent problem treatment tortuous actual condition painful central tenet opinion quest control victorious control lens everything health able control many thing body fitness shape emotion control body thing control introduction ehrenreich prescribe theory body machine dystopian view body cellular conflict ehrenreich graduate work macrophage cell body defense bacteria invader disease old macrophage treason enemy help cancer cell part body creation blood vessel tumor immune system enemy immune system growth tumor fire department arsonist control self doctor exert patient extreme case gynecologist female patient ehrenreich claim gynecological exam assault woman body actual sexual encounter exam invasion privacy worthless risk false positive unnecessary surgery support american college physician standard exam value asymptomatic adult woman worth discomfort anxiety pain additional medical cost view ehrenreich pronouncement dangerous report pelvic exam first gynecological exam instance important essential part visit smear effective ovarian cancer woman symptom addition ehrenreich report american college obstetrician gynecologist pelvic exam woman year evidence usefulness inconclusive research determine efficacy jama journal american medical association fitness culture benefit mindfulness usefulness wellness program control body discussion interesting worthy consideration talk cellular treason chapter level biological detail reader eye research natural cause extensive unable determine thorough read research support ehrenreich thesis clear point objective presentation book netgalley copy exchange honest review,-0.5859,Negative,Natural Causes
34,2349304,120945,299542,17/6/2018 13:14:32,17/6/2018 13:14:32,author explains cellular level health fads products procedures that marketed anti aging really work Regardless what biologically cells programmed certain least moment there nothing stop reverse their process starts strong wanes couple parts Overall very interesting,2493616,public,author cellular level health fad product procedure cell certain least moment nothing reverse process strong wane couple part interesting,0.4585,Positive,Natural Causes
